TITLE="ugrid_n=25Re=100.dat" VARIABLES="x", "y", "u" ZONE T="ugrid_n=25Re=100.dat" I=22 J=23 F=POINT
9.5652173913e-01, 8.0434782609e-01, -5.6547553724e-02,
4.3478260870e-02, 8.4782608696e-01, -3.1010551408e-02,
8.6956521739e-02, 8.4782608696e-01, -5.6719641147e-02,
1.3043478261e-01, 8.4782608696e-01, -5.9150304264e-02,
1.7391304348e-01, 8.4782608696e-01, -4.1695294540e-02,
2.1739130435e-01, 8.4782608696e-01, -1.1803765753e-02,
2.6086956522e-01, 8.4782608696e-01, 2.4515411698e-02,
3.0434782609e-01, 8.4782608696e-01, 6.3306688468e-02,
3.4782608696e-01, 8.4782608696e-01, 1.0207408526e-01,
3.9130434783e-01, 8.4782608696e-01, 1.3915503948e-01,
4.3478260870e-01, 8.4782608696e-01, 1.7328498905e-01,
4.7826086957e-01, 8.4782608696e-01, 2.0332602764e-01,
5.2173913043e-01, 8.4782608696e-01, 2.2809899938e-01,
5.6521739130e-01, 8.4782608696e-01, 2.4627122012e-01,
6.0869565217e-01, 8.4782608696e-01, 2.5626780206e-01,
6.5217391304e-01, 8.4782608696e-01, 2.5618623372e-01,
6.9565217391e-01, 8.4782608696e-01, 2.4370466677e-01,
7.3913043478e-01, 8.4782608696e-01, 2.1601570100e-01,
7.8260869565e-01, 8.4782608696e-01, 1.7004800497e-01,
8.2608695652e-01, 8.4782608696e-01, 1.0414844546e-01,
8.6956521739e-01, 8.4782608696e-01, 2.4181372325e-02,
9.1304347826e-01, 8.4782608696e-01, -4.4691666321e-02,
9.5652173913e-01, 8.4782608696e-01, -5.6249385678e-02,
4.3478260870e-02, 8.9130434783e-01, -5.1476867857e-02,
8.6956521739e-02, 8.9130434783e-01, -6.7783891718e-02,
1.3043478261e-01, 8.9130434783e-01, -4.3365525744e-02,
1.7391304348e-01, 8.9130434783e-01, 3.0937099357e-03,
2.1739130435e-01, 8.9130434783e-01, 5.8013164495e-02,
2.6086956522e-01, 8.9130434783e-01, 1.1432630327e-01,
3.0434782609e-01, 8.9130434783e-01, 1.6871262195e-01,
3.4782608696e-01, 8.9130434783e-01, 2.1962476502e-01,
3.9130434783e-01, 8.9130434783e-01, 2.6624778730e-01,
4.3478260870e-01, 8.9130434783e-01, 3.0798583448e-01,
4.7826086957e-01, 8.9130434783e-01, 3.4420680273e-01,
5.2173913043e-01, 8.9130434783e-01, 3.7410656375e-01,
5.6521739130e-01, 8.9130434783e-01, 3.9662413103e-01,
6.0869565217e-01, 8.9130434783e-01, 4.1037056741e-01,
6.5217391304e-01, 8.9130434783e-01, 4.1354544327e-01,
6.9565217391e-01, 8.9130434783e-01, 4.0380957768e-01,
7.3913043478e-01, 8.9130434783e-01, 3.7805877681e-01,
7.8260869565e-01, 8.9130434783e-01, 3.3203187204e-01,
8.2608695652e-01, 8.9130434783e-01, 2.6010298988e-01,
8.6956521739e-01, 8.9130434783e-01, 1.5840685453e-01,
9.1304347826e-01, 8.9130434783e-01, 4.0780084595e-02,
9.5652173913e-01, 8.9130434783e-01, -3.4855283691e-02,
4.3478260870e-02, 9.3478260870e-01, -4.9928145140e-02,
8.6956521739e-02, 9.3478260870e-01, 1.7170288190e-03,
1.3043478261e-01, 9.3478260870e-01, 8.7262221782e-02,
1.7391304348e-01, 9.3478260870e-01, 1.7382519110e-01,
2.1739130435e-01, 9.3478260870e-01, 2.5230958771e-01,
2.6086956522e-01, 9.3478260870e-01, 3.2144180013e-01,
3.0434782609e-01, 9.3478260870e-01, 3.8197330125e-01,
3.4782608696e-01, 9.3478260870e-01, 4.3492069735e-01,
3.9130434783e-01, 9.3478260870e-01, 4.8107239698e-01,
4.3478260870e-01, 9.3478260870e-01, 5.2086937335e-01,
4.7826086957e-01, 9.3478260870e-01, 5.5438989184e-01,
5.2173913043e-01, 9.3478260870e-01, 5.8135694768e-01,
5.6521739130e-01, 9.3478260870e-01, 6.0114266006e-01,
6.0869565217e-01, 9.3478260870e-01, 6.1275742465e-01,
6.5217391304e-01, 9.3478260870e-01, 6.1480919562e-01,
6.9565217391e-01, 9.3478260870e-01, 6.0540032791e-01,
7.3913043478e-01, 9.3478260870e-01, 5.8188052732e-01,
7.8260869565e-01, 9.3478260870e-01, 5.4024516591e-01,
8.2608695652e-01, 9.3478260870e-01, 4.7365037168e-01,
8.6956521739e-01, 9.3478260870e-01, 3.6973201835e-01,
9.1304347826e-01, 9.3478260870e-01, 2.1648888725e-01,
9.5652173913e-01, 9.3478260870e-01, 4.8941758827e-02,
4.3478260870e-02, 9.7826086957e-01, 2.2546365785e-01,
8.6956521739e-02, 9.7826086957e-01, 4.0748746048e-01,
1.3043478261e-01, 9.7826086957e-01, 5.2891214938e-01,
1.7391304348e-01, 9.7826086957e-01, 6.1200104342e-01,
2.1739130435e-01, 9.7826086957e-01, 6.7204902016e-01,
2.6086956522e-01, 9.7826086957e-01, 7.1767913730e-01,
3.0434782609e-01, 9.7826086957e-01, 7.5371637418e-01,
3.4782608696e-01, 9.7826086957e-01, 7.8291530274e-01,
3.9130434783e-01, 9.7826086957e-01, 8.0685499294e-01,
4.3478260870e-01, 9.7826086957e-01, 8.2639874640e-01,
4.7826086957e-01, 9.7826086957e-01, 8.4193666255e-01,
5.2173913043e-01, 9.7826086957e-01, 8.5351856241e-01,
5.6521739130e-01, 9.7826086957e-01, 8.6092906016e-01,
6.0869565217e-01, 9.7826086957e-01, 8.6372748216e-01,
6.5217391304e-01, 9.7826086957e-01, 8.6125681098e-01,
6.9565217391e-01, 9.7826086957e-01, 8.5260406927e-01,
7.3913043478e-01, 9.7826086957e-01, 8.3645103251e-01,
7.8260869565e-01, 9.7826086957e-01, 8.1063792138e-01,
8.2608695652e-01, 9.7826086957e-01, 7.7089557905e-01,
8.6956521739e-01, 9.7826086957e-01, 7.0680762512e-01,
9.1304347826e-01, 9.7826086957e-01, 5.8720914468e-01,
9.5652173913e-01, 9.7826086957e-01, 3.4258778638e-01,
