TITLE="vgrid_n=25Re=100.dat" VARIABLES="x", "y", "v" ZONE T="vgrid_n=25Re=100.dat" I=23 J=22 F=POINT
8.9130434783e-01, 7.8260869565e-01, -4.8417411210e-01,
9.3478260870e-01, 7.8260869565e-01, -4.7110858834e-01,
9.7826086957e-01, 7.8260869565e-01, -2.4387731767e-01,
2.1739130435e-02, 8.2608695652e-01, 9.3048108871e-02,
6.5217391304e-02, 8.2608695652e-01, 1.9165285334e-01,
1.0869565217e-01, 8.2608695652e-01, 2.2895758938e-01,
1.5217391304e-01, 8.2608695652e-01, 2.3356610809e-01,
1.9565217391e-01, 8.2608695652e-01, 2.2334336349e-01,
2.3913043478e-01, 8.2608695652e-01, 2.0739464633e-01,
2.8260869565e-01, 8.2608695652e-01, 1.8974634481e-01,
3.2608695652e-01, 8.2608695652e-01, 1.7182585739e-01,
3.6956521739e-01, 8.2608695652e-01, 1.5379538335e-01,
4.1304347826e-01, 8.2608695652e-01, 1.3520873342e-01,
4.5652173913e-01, 8.2608695652e-01, 1.1532042514e-01,
5.0000000000e-01, 8.2608695652e-01, 9.3221718397e-02,
5.4347826087e-01, 8.2608695652e-01, 6.7886003797e-02,
5.8695652174e-01, 8.2608695652e-01, 3.8156181711e-02,
6.3043478261e-01, 8.2608695652e-01, 2.6744404769e-03,
6.7391304348e-01, 8.2608695652e-01, -4.0279034894e-02,
7.1739130435e-01, 8.2608695652e-01, -9.3112635505e-02,
7.6086956522e-01, 8.2608695652e-01, -1.5944302984e-01,
8.0434782609e-01, 8.2608695652e-01, -2.4416557461e-01,
8.4782608696e-01, 8.2608695652e-01, -3.4966953852e-01,
8.9130434783e-01, 8.2608695652e-01, -4.5934138758e-01,
9.3478260870e-01, 8.2608695652e-01, -4.9936156905e-01,
9.7826086957e-01, 8.2608695652e-01, -3.0042487389e-01,
2.1739130435e-02, 8.6956521739e-01, 1.2405865520e-01,
6.5217391304e-02, 8.6956521739e-01, 2.1736194851e-01,
1.0869565217e-01, 8.6956521739e-01, 2.3138824905e-01,
1.5217391304e-01, 8.6956521739e-01, 2.1611109748e-01,
1.9565217391e-01, 8.6956521739e-01, 1.9345183352e-01,
2.3913043478e-01, 8.6956521739e-01, 1.7107546741e-01,
2.8260869565e-01, 8.6956521739e-01, 1.5095506079e-01,
3.2608695652e-01, 8.6956521739e-01, 1.3305846627e-01,
3.6956521739e-01, 8.6956521739e-01, 1.1671442294e-01,
4.1304347826e-01, 8.6956521739e-01, 1.0107878236e-01,
4.5652173913e-01, 8.6956521739e-01, 8.5279390556e-02,
5.0000000000e-01, 8.6956521739e-01, 6.8448737384e-02,
5.4347826087e-01, 8.6956521739e-01, 4.9713782035e-02,
5.8695652174e-01, 8.6956521739e-01, 2.8159607541e-02,
6.3043478261e-01, 8.6956521739e-01, 2.7559977706e-03,
6.7391304348e-01, 8.6956521739e-01, -2.7797470228e-02,
7.1739130435e-01, 8.6956521739e-01, -6.5423660186e-02,
7.6086956522e-01, 8.6956521739e-01, -1.1347534571e-01,
8.0434782609e-01, 8.6956521739e-01, -1.7826601404e-01,
8.4782608696e-01, 8.6956521739e-01, -2.6970245983e-01,
8.9130434783e-01, 8.6956521739e-01, -3.9046835942e-01,
9.3478260870e-01, 8.6956521739e-01, -4.8780384839e-01,
9.7826086957e-01, 8.6956521739e-01, -3.5667425970e-01,
2.1739130435e-02, 9.1304347826e-01, 1.7553551796e-01,
6.5217391304e-02, 9.1304347826e-01, 2.3366897328e-01,
1.0869565217e-01, 9.1304347826e-01, 2.0696988894e-01,
1.5217391304e-01, 9.1304347826e-01, 1.6965186193e-01,
1.9565217391e-01, 9.1304347826e-01, 1.3853237513e-01,
2.3913043478e-01, 9.1304347826e-01, 1.1476233249e-01,
2.8260869565e-01, 9.1304347826e-01, 9.6568737653e-02,
3.2608695652e-01, 9.1304347826e-01, 8.2146322920e-02,
3.6956521739e-01, 9.1304347826e-01, 7.0091398877e-02,
4.1304347826e-01, 9.1304347826e-01, 5.9340733241e-02,
4.5652173913e-01, 9.1304347826e-01, 4.9058425084e-02,
5.0000000000e-01, 9.1304347826e-01, 3.8548968959e-02,
5.4347826087e-01, 9.1304347826e-01, 2.7196212488e-02,
5.8695652174e-01, 9.1304347826e-01, 1.4413177983e-02,
6.3043478261e-01, 9.1304347826e-01, -4.1888692468e-04,
6.7391304348e-01, 9.1304347826e-01, -1.8061606156e-02,
7.1739130435e-01, 9.1304347826e-01, -3.9672854018e-02,
7.6086956522e-01, 9.1304347826e-01, -6.7448451176e-02,
8.0434782609e-01, 9.1304347826e-01, -1.0633713401e-01,
8.4782608696e-01, 9.1304347826e-01, -1.6800631750e-01,
8.9130434783e-01, 9.1304347826e-01, -2.7284159908e-01,
9.3478260870e-01, 9.1304347826e-01, -4.1216848299e-01,
9.7826086957e-01, 9.1304347826e-01, -3.9152954319e-01,
2.1739130435e-02, 9.5652173913e-01, 2.2546366097e-01,
6.5217391304e-02, 9.5652173913e-01, 1.8202379985e-01,
1.0869565217e-01, 9.5652173913e-01, 1.2142469072e-01,
1.5217391304e-01, 9.5652173913e-01, 8.3088892880e-02,
1.9565217391e-01, 9.5652173913e-01, 6.0047977258e-02,
2.3913043478e-01, 9.5652173913e-01, 4.5630120034e-02,
2.8260869565e-01, 9.5652173913e-01, 3.6037237121e-02,
3.2608695652e-01, 9.5652173913e-01, 2.9198927041e-02,
3.6956521739e-01, 9.5652173913e-01, 2.3939694201e-02,
4.1304347826e-01, 9.5652173913e-01, 1.9543755726e-02,
4.5652173913e-01, 9.5652173913e-01, 1.5537911600e-02,
5.0000000000e-01, 9.5652173913e-01, 1.1581907012e-02,
5.4347826087e-01, 9.5652173913e-01, 7.4104982105e-03,
5.8695652174e-01, 9.5652173913e-01, 2.7984173281e-03,
6.3043478261e-01, 9.5652173913e-01, -2.4706643801e-03,
6.7391304348e-01, 9.5652173913e-01, -8.6527401959e-03,
7.1739130435e-01, 9.5652173913e-01, -1.6153045351e-02,
7.6086956522e-01, 9.5652173913e-01, -2.5813099914e-02,
8.0434782609e-01, 9.5652173913e-01, -3.9742341263e-02,
8.4782608696e-01, 9.5652173913e-01, -6.4087958302e-02,
8.9130434783e-01, 9.5652173913e-01, -1.1959847461e-01,
9.3478260870e-01, 9.5652173913e-01, -2.4462135783e-01,
9.7826086957e-01, 9.5652173913e-01, -3.4258778563e-01,
