TITLE="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" VARIABLES="x", "y", "u", "v", "vmag", "omegaxy", "vortz" ZONE T="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" I=29 J=29 F=POINT
0.2931034483, 0.8793103448, 0.0604759616, 0.0768138652, 0.0097763551, 0.0000068240, -1.5575009677
0.3275862069, 0.8793103448, 0.0641758225, 0.0626248956, 0.0089668354, 0.0000186773, -1.8062677744
0.3620689655, 0.8793103448, 0.0659686390, 0.0524427867, 0.0084274001, 0.0000295416, -2.0008312171
0.3965517241, 0.8793103448, 0.0678849352, 0.0459025877, 0.0081947617, 0.0000388403, -2.1588921911
0.4310344828, 0.8793103448, 0.0717303225, 0.0429376440, 0.0083599524, 0.0000467645, -2.2515511133
0.4655172414, 0.8793103448, 0.0792420161, 0.0439114467, 0.0090595321, 0.0000527547, -2.2733193477
0.5000000000, 0.8793103448, 0.0919285171, 0.0479760526, 0.0103694522, 0.0000550523, -2.2609562720
0.5344827586, 0.8793103448, 0.1098344160, 0.0526725827, 0.0121811329, 0.0000535813, -2.2600906350
0.5689655172, 0.8793103448, 0.1312341613, 0.0554186746, 0.0142455728, 0.0000500102, -2.3001658513
0.6034482759, 0.8793103448, 0.1534357775, 0.0544927209, 0.0162825042, 0.0000461880, -2.3984753539
0.6379310345, 0.8793103448, 0.1735372179, 0.0490484458, 0.0180335565, 0.0000434641, -2.5580112564
0.6724137931, 0.8793103448, 0.1894260400, 0.0391397254, 0.0193427358, 0.0000428271, -2.7599993429
0.7068965517, 0.8793103448, 0.2003341861, 0.0254132241, 0.0201939640, 0.0000440101, -3.0345592326
0.7413793103, 0.8793103448, 0.2044865575, 0.0060218467, 0.0204575206, 0.0000439088, -3.4433755519
0.7758620690, 0.8793103448, 0.2009817545, -0.0226379675, 0.0202252672, 0.0000419910, -3.8528462403
0.8103448276, 0.8793103448, 0.1932299773, -0.0604398520, 0.0202461848, 0.0000373404, -4.3453942500
0.8448275862, 0.8793103448, 0.1731472943, -0.1181297110, 0.0209605854, 0.0000200216, -5.4740965302
0.8793103448, 0.8793103448, 0.1235765088, -0.2211829857, 0.0253363507, -0.0000183447, -6.7896108801
0.9137931034, 0.8793103448, 0.0561670975, -0.3767301747, 0.0380894168, -0.0000837154, -5.6173090231
0.9482758621, 0.8793103448, 0.0117259637, -0.4593781311, 0.0459527764, 0.0000397210, 1.1222082417
0.9827586207, 0.8793103448, 0.0015691070, -0.2306463213, 0.0230651659, 0.0003315378, 10.9602668205
0.0172413793, 0.9137931034, 0.0214098571, -0.0022096502, 0.0021523581, 0.0000138731, 2.0002485256
0.0517241379, 0.9137931034, 0.0395147326, 0.0686610323, 0.0079219641, 0.0000748623, 3.7612272591
0.0862068966, 0.9137931034, -0.0047381668, 0.1612083274, 0.0161277943, -0.0000193981, 2.2562736752
0.1206896552, 0.9137931034, -0.0202756513, 0.1481214542, 0.0149502733, -0.0000164907, -1.3211998241
0.1551724138, 0.9137931034, 0.0152377446, 0.1173425814, 0.0118327808, 0.0000116791, -2.3524139561
0.1896551724, 0.9137931034, 0.0477868132, 0.1022156167, 0.0112834444, 0.0000263945, -2.4472587875
0.2241379310, 0.9137931034, 0.0726367283, 0.0917857793, 0.0117050090, 0.0000328213, -2.8792109201
0.2586206897, 0.9137931034, 0.0972609505, 0.0782515567, 0.0124831881, 0.0000432394, -3.4281236223
0.2931034483, 0.9137931034, 0.1189963300, 0.0647915184, 0.0135491946, 0.0000568412, -3.8327479409
0.3275862069, 0.9137931034, 0.1365026029, 0.0537791730, 0.0146714553, 0.0000701597, -4.1551237792
0.3620689655, 0.9137931034, 0.1512156905, 0.0450924017, 0.0157795785, 0.0000823608, -4.4396446164
0.3965517241, 0.9137931034, 0.1643567115, 0.0385323043, 0.0168813113, 0.0000931255, -4.6660096276
0.4310344828, 0.9137931034, 0.1768760830, 0.0341862039, 0.0180149508, 0.0001021163, -4.8180120672
0.4655172414, 0.9137931034, 0.1900338745, 0.0322003241, 0.0192742663, 0.0001090114, -4.8928599437
0.5000000000, 0.9137931034, 0.2051710783, 0.0322506615, 0.0207690338, 0.0001129751, -4.9024558467
0.5344827586, 0.9137931034, 0.2229639500, 0.0332653048, 0.0225431816, 0.0001139107, -4.8722815101
0.5689655172, 0.9137931034, 0.2430320255, 0.0339227018, 0.0245388091, 0.0001126959, -4.8320441406
0.6034482759, 0.9137931034, 0.2641581220, 0.0330803363, 0.0266221378, 0.0001105600, -4.8075349958
0.6379310345, 0.9137931034, 0.2847706081, 0.0299594679, 0.0286342224, 0.0001086071, -4.8189862492
0.6724137931, 0.9137931034, 0.3029641447, 0.0240526398, 0.0303917427, 0.0001074583, -4.8763876619
0.7068965517, 0.9137931034, 0.3172920054, 0.0148678684, 0.0317640158, 0.0001069156, -4.9653603665
0.7413793103, 0.9137931034, 0.3275675377, 0.0018945347, 0.0327573016, 0.0001058454, -5.1150029728
0.7758620690, 0.9137931034, 0.3294780151, -0.0174288912, 0.0329938674, 0.0001021688, -5.4082080652
0.8103448276, 0.9137931034, 0.3195360553, -0.0497080392, 0.0323379313, 0.0000906976, -5.5799885015
0.8448275862, 0.9137931034, 0.3028461018, -0.0908634898, 0.0316183388, 0.0000791091, -5.6571694898
0.8793103448, 0.9137931034, 0.2532087749, -0.1452418462, 0.0291907310, 0.0000595065, -7.1700846116
0.9137931034, 0.9137931034, 0.1479269388, -0.2922824441, 0.0327584197, -0.0000597244, -7.3363202132
0.9482758621, 0.9137931034, 0.0488616248, -0.4149934334, 0.0417860034, -0.0000064289, -0.3485690488
0.9827586207, 0.9137931034, 0.0071423581, -0.2164896349, 0.0216607422, 0.0003090346, 10.2783219494
0.0172413793, 0.9482758621, -0.0153147497, -0.0229508410, 0.0027591351, -0.0000500284, 3.7639373892
0.0517241379, 0.9482758621, -0.0737082981, 0.1192169873, 0.0140162774, -0.0000347813, -2.1747132878
0.0862068966, 0.9482758621, -0.0551774947, 0.1520110087, 0.0161715499, -0.0000623649, -7.5618155732
0.1206896552, 0.9482758621, 0.0483460355, 0.0946463389, 0.0106279201, 0.0000501899, -9.4337751387
0.1551724138, 0.9482758621, 0.1187987594, 0.0730147004, 0.0139442790, 0.0001142000, -8.7796222196
0.1896551724, 0.9482758621, 0.1691521482, 0.0664860945, 0.0181749415, 0.0001409592, -8.7392602051
0.2241379310, 0.9482758621, 0.2190178942, 0.0563557969, 0.0226152192, 0.0001626419, -8.9249516858
0.2586206897, 0.9482758621, 0.2635619561, 0.0461385129, 0.0267569929, 0.0001800026, -8.9306964681
0.2931034483, 0.9482758621, 0.3003310221, 0.0380023811, 0.0302725790, 0.0001916894, -8.8897022669
0.3275862069, 0.9482758621, 0.3310369665, 0.0312358237, 0.0332507368, 0.0001999775, -8.8641828275
0.3620689655, 0.9482758621, 0.3569041577, 0.0256809532, 0.0357826898, 0.0002061069, -8.8292940512
0.3965517241, 0.9482758621, 0.3787725048, 0.0214382600, 0.0379378715, 0.0002103179, -8.7783527271
0.4310344828, 0.9482758621, 0.3976750366, 0.0183953442, 0.0398100268, 0.0002129327, -8.7105469695
0.4655172414, 0.9482758621, 0.4147450906, 0.0164636905, 0.0415071733, 0.0002141725, -8.6165946103
0.5000000000, 0.9482758621, 0.4310939009, 0.0154838374, 0.0431371882, 0.0002136792, -8.4895218835
0.5344827586, 0.9482758621, 0.4475258708, 0.0150359830, 0.0447778389, 0.0002111690, -8.3302553579
0.5689655172, 0.9482758621, 0.4642936163, 0.0146016314, 0.0464523164, 0.0002066888, -8.1480873601
0.6034482759, 0.9482758621, 0.4810266813, 0.0136443130, 0.0481220153, 0.0002004445, -7.9581516530
0.6379310345, 0.9482758621, 0.4968534007, 0.0117193615, 0.0496991595, 0.0001929054, -7.7723192405
0.6724137931, 0.9482758621, 0.5106370378, 0.0086598558, 0.0510710463, 0.0001844228, -7.6150495439
0.7068965517, 0.9482758621, 0.5206147270, 0.0036952647, 0.0520627841, 0.0001741429, -7.5084851450
0.7413793103, 0.9482758621, 0.5249486236, -0.0039848434, 0.0524963748, 0.0001627984, -7.3981949616
0.7758620690, 0.9482758621, 0.5223590472, -0.0127744639, 0.0522515226, 0.0001515780, -7.4174748443
0.8103448276, 0.9482758621, 0.5046221719, -0.0297976146, 0.0505501171, 0.0001285591, -7.7105602798
0.8448275862, 0.9482758621, 0.4677631073, -0.0590456068, 0.0471475035, 0.0001112710, -7.4937727967
0.8793103448, 0.9482758621, 0.4166461485, -0.0695902233, 0.0422417817, 0.0001230233, -8.2197160905
0.9137931034, 0.9482758621, 0.2923686285, -0.1408162994, 0.0324512935, -0.0000004823, -11.5479399311
0.9482758621, 0.9482758621, 0.1115580175, -0.3046519883, 0.0324434932, -0.0000260693, -8.3216329066
0.9827586207, 0.9482758621, 0.0109417019, -0.1884255841, 0.0188743004, 0.0002671243, 4.3153827509
0.0172413793, 0.9827586207, 0.1555374317, -0.0528137907, 0.0164259518, 0.0005484256, -2.3148013117
0.0517241379, 0.9827586207, 0.3644568091, 0.0656099921, 0.0370315321, 0.0008579337, -19.4831120804
0.0862068966, 0.9827586207, 0.4921957071, 0.0312416593, 0.0493186228, 0.0007168015, -25.3283815401
0.1206896552, 0.9827586207, 0.5513332224, 0.0113839916, 0.0551450739, 0.0006482639, -21.1285784151
0.1551724138, 0.9827586207, 0.5925686877, 0.0144381941, 0.0592744558, 0.0005815856, -19.0803630565
0.1896551724, 0.9827586207, 0.6338355101, 0.0132456543, 0.0633973896, 0.0005217919, -18.5186901389
0.2241379310, 0.9827586207, 0.6678030560, 0.0099719005, 0.0667877504, 0.0004752643, -17.4734010528
0.2586206897, 0.9827586207, 0.6948176360, 0.0081578325, 0.0694865525, 0.0004370251, -16.3938739927
0.2931034483, 0.9827586207, 0.7171765558, 0.0068259351, 0.0717209039, 0.0004051839, -15.5416746370
0.3275862069, 0.9827586207, 0.7355041285, 0.0055201113, 0.0735524843, 0.0003793707, -14.8077748103
0.3620689655, 0.9827586207, 0.7503349579, 0.0044672085, 0.0750348256, 0.0003584761, -14.1581576172
0.3965517241, 0.9827586207, 0.7624747389, 0.0036993816, 0.0762483713, 0.0003412975, -13.6013360307
0.4310344828, 0.9827586207, 0.7726288908, 0.0031349430, 0.0772635251, 0.0003269099, -13.1226582472
0.4655172414, 0.9827586207, 0.7813702718, 0.0027510766, 0.0781375115, 0.0003145315, -12.6986718134
0.5000000000, 0.9827586207, 0.7892276386, 0.0025288008, 0.0789231690, 0.0003033933, -12.3080801271
0.5344827586, 0.9827586207, 0.7965821135, 0.0023963550, 0.0796585718, 0.0002929625, -11.9314965612
0.5689655172, 0.9827586207, 0.8035774148, 0.0022737763, 0.0803580632, 0.0002830576, -11.5551957041
0.6034482759, 0.9827586207, 0.8101138972, 0.0020761114, 0.0810116557, 0.0002738059, -11.1788750260
0.6379310345, 0.9827586207, 0.8158081675, 0.0017099663, 0.0815809960, 0.0002657404, -10.8121721761
0.6724137931, 0.9827586207, 0.8201158786, 0.0011905728, 0.0820116743, 0.0002597491, -10.4698267582
0.7068965517, 0.9827586207, 0.8224738679, 0.0004165775, 0.0822473973, 0.0002564477, -10.2166406147
0.7413793103, 0.9827586207, 0.8213181512, -0.0011506303, 0.0821318957, 0.0002577288, -10.0721421158
0.7758620690, 0.9827586207, 0.8152152331, -0.0024864161, 0.0815219025, 0.0002672336, -9.9861604704
0.8103448276, 0.9827586207, 0.8050276903, -0.0041638270, 0.0805038458, 0.0002812620, -10.5363366211
0.8448275862, 0.9827586207, 0.7798654101, -0.0129998823, 0.0779973753, 0.0003117097, -11.2807128821
0.8793103448, 0.9827586207, 0.7383150541, -0.0107541227, 0.0738393371, 0.0003830562, -11.5774376141
0.9137931034, 0.9827586207, 0.7092748243, -0.0098745124, 0.0709343557, 0.0004207240, -17.1987863902
0.9482758621, 0.9827586207, 0.5751580577, -0.0906004245, 0.0582250142, 0.0005467442, -19.3686140907
0.9827586207, 0.9827586207, 0.2220446560, -0.0175372736, 0.0222736134, 0.0005406016, -4.7791152274
